ID_INTERNO,IDENTIFICACION,NOMBRE,APELLIDO,CORREO,TELEFONO,DIRECCION,VIGENCIA,TIPO_HECHO,GENERO,ESTADO_CIVIL,NACIONALIDAD,DEPA_PRO_COLEGIO,CIUDAD_PRO_COLEGIO,DEPA_RESI,CIUDAD_RESI,MODALIDAD,METODOLOGIA,JORNADA,FACULTAD,PROGRAMA,SEMESTRE,SEDE,CONDICION_ESTUDIANTE,COLEGIO,NATURALEZA_COLEGIO,RAZA,DISCAPACIDAD,EPS,ESTRATO,METODO DE PAGO,ESTADO DE CURSO
635,1038160926,Alejandra,Muñoz Arias,alejandra.muñoz635@uqvirtual.edu.co,3224810690,"Calle 50 # 24 - 20, Inirida",2019-2,Inscrito,Mujer,Soltero,Colombiano,Guainía,Barranco Mina,Guainía,Inirida,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,1,Armenia,Sin info,C.E. CHATARES,Oficial,Mestiza,NO APLICA,OTRO,2,Credito propio,Cursando
636,1000670943,Camila,Moreno Bermúdez,camila.moreno636@uqvirtual.edu.co,3218962390,"Calle 33 # 25 - 15, Bogotá D.C.",2019-2,Inscrito,Mujer,Casado,Colombiano,Cundinamarca,Bogotá D.C.,Cundinamarca,Bogotá D.C.,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,10,Armenia,Sin info,COLEGIO JOSE ANTONIO GALAN (IED),Oficial,Blanca,NO APLICA,FAMISANAR EPS,2,De contado,Finalizado
637,1086824799,Paola,Mejía Muñoz,paola.mejía637@uqvirtual.edu.co,3101594894,"Calle 8 # 10 - 58, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Cundinamarca,Bogotá D.C.,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. de Educacion,Lic. en Lenguas Modernas con enfasis en Ingles y Frances,10,Armenia,Sin info,COL SUPERIOR DE BACHILLERATO NOCTURNO,Privada,Blanca,NO APLICA,CAPITALSALUD,4,Icetex,Finalizado
638,1020213211,Yerson,Suárez Cortés,yerson.suárez638@uqvirtual.edu.co,3155441995,"Calle 42 # 1 - 48, Isnos",2019-2,Inscrito,Hombre,Soltero,Colombiano,Huila,Isnos,Huila,Isnos,Pregrado,Presencial,Diurna,Fac. Ciencias Basicas y Tecnologias,Biologia,8,Armenia,Sin info,I.E. JOSE EUSTACIO RIVERA,Oficial,Mestiza,NO APLICA,CAFESALUD,1,Credito propio,Abandonado
639,1039891085,Paola,Ortiz Gallego,paola.ortiz639@uqvirtual.edu.co,3146711322,"Calle 14 # 3 - 46, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. Ciencias de la Salud,Gerontologia,10,Armenia,Sin info,RUFINO JOSE CUERVO CENTRO,Oficial,Blanca,NO APLICA,NUEVA EPS,1,De contado,Finalizado
640,1044726447,Diego,Acevedo González,diego.acevedo640@uqvirtual.edu.co,3169726093,"Calle 25 # 1 - 47, Armenia",2019-2,Inscrito,Hombre,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. Ingenieria,Tecnologia en Topografia,5,Armenia,Sin info,ESCUELA NORMAL SUPERIOR,Oficial,Mestiza,NO APLICA,SALUD TOTAL EPS,3,De contado,Cursando
641,1054024200,Santiago,Castro Romero,santiago.castro641@uqvirtual.edu.co,3177869457,"Calle 21 # 19 - 58, Armenia",2019-2,Inscrito,Hombre,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. Ciencias Basicas y Tecnologias,Quimica,10,Armenia,Sin info,CASD HERMOGENES MAZA,Oficial,Mestiza,NO APLICA,NUEVA EPS,4,Icetex,Finalizado
642,1072845389,Hugo,Montoya López,hugo.montoya642@uqvirtual.edu.co,3106799837,"Calle 10 # 16 - 37, Armenia",2019-2,Inscrito,Hombre,Soltero,Colombiano,Nariño,Tuquerres,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. Ingenieria,Ingeniera Electronica,10,Armenia,Sin info,INSTITUCION EDUCATIVA SAN FRANCISCO DE ASIS,Oficial,Mestiza,NO APLICA,OTRO,1,Credito propio,Finalizado
643,1065072804,Pablo,Quintero Blanco,pablo.quintero643@uqvirtual.edu.co,3144238289,"Calle 41 # 2 - 12, Santiago De Cali",2019-2,Inscrito,Hombre,Soltero,Colombiano,Cundinamarca,Bogotá D.C.,Valle Del Cauca,Santiago De Cali,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,9,Armenia,Sin info,CENT PANAMERICANO DE CAPACITACION SEDE CHAPINERO,Privada,Blanca,NO APLICA,SALUD TOTAL EPS,3,Credito propio,Abandonado
644,1027616995,Ximena,Osorio Toro,ximena.osorio644@uqvirtual.edu.co,3187723939,"Calle 10 # 25 - 86, Granada",2019-2,Inscrito,Mujer,Soltero,Colombiano,Meta,Granada,Meta,Granada,Pregrado,Presencial,Diurna,"Fac. Ciencias Economicas, adtivas y contables",Economia,7,Armenia,Sin info,COLEGIO ADVENTISTA,Privada,Mestiza,NO APLICA,FAMISANAR EPS,2,Credito propio,Abandonado
645,1099785729,Guillermo,Cano Salazar,guillermo.cano645@uqvirtual.edu.co,3172498195,"Calle 48 # 29 - 87, Armenia",2019-2,Inscrito,Hombre,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Nocturna,"Fac. Ciencias Economicas, adtivas y contables",Contaduria Publica,10,Armenia,Sin info,INEM JOSE CELESTINO MUTIS,Oficial,Blanca,NO APLICA,CAFESALUD,1,Credito propio,Finalizado
646,1030010596,Patricia,Cortés Salazar,patricia.cortés646@uqvirtual.edu.co,3126399883,"Calle 3 # 20 - 82, Quinchia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Risaralda,Quinchia,Risaralda,Quinchia,Pregrado,Presencial,Diurna,Fac. Ingenieria,Ingenieria Civil,5,Armenia,Sin info,IE NUESTRA SEÑORA DE LOS DOLORES,Oficial,Mestiza,NO APLICA,OTRO,2,De contado,Cursando
647,1022441384,Cristina,Pérez Acosta,cristina.pérez647@uqvirtual.edu.co,3106231908,"Calle 12 # 14 - 50, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. Ingenieria,Ingeniera Electronica,8,Armenia,Sin info,CASD HERMOGENES MAZA,Oficial,Mestiza,NO APLICA,COOMEVA EPS,2,Credito propio,Abandonado
648,1082760981,Gustavo,Marín Bedoa,gustavo.marín648@uqvirtual.edu.co,3118054353,"Calle 11 # 24 - 38, Armenia",2019-2,Inscrito,Hombre,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. Ciencias Humanas y Bellas Artes,Comunicacion Social-Periodismo,9,Armenia,Sin info,BOSQUES DE PINARES,Oficial,Blanca,NO APLICA,SISBEN,3,Credito propio,Cursando
649,1066981673,Gabriela,Valencia Aguirre,gabriela.valencia649@uqvirtual.edu.co,3107919735,"Calle 31 # 26 - 42, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. Ciencias Humanas y Bellas Artes,Trabajo Social,8,Armenia,Sin info,GUSTAVO MATAMOROS D COSTA,Oficial,Mestiza,BAJA VISIÓN DIAGNOSTICADA,ASMETSALUD,3,Icetex,Cursando
650,1005344824,José,Torres Delgado,josé.torres650@uqvirtual.edu.co,3102731727,"Calle 33 # 27 - 83, Armenia",2019-2,Inscrito,Hombre,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. Ingenieria,Ingenieria Civil,6,Armenia,Sin info,FRANCISCANO SAN LUIS REY,Privada,Blanca,NO APLICA,DIRECCIÓN GENERAL DE SANIDAD MILITAR,4,Credito propio,Abandonado
651,1087859307,Ximena,Delgado Morales,ximena.delgado651@uqvirtual.edu.co,3182391513,"Calle 35 # 15 - 37, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Nocturna,Fac. de Educacion,Lic. en Lenguas Modernas con enfasis en Ingles y Frances,5,Armenia,Sin info,GUSTAVO MATAMOROS D COSTA,Oficial,Blanca,NO APLICA,CAFESALUD,2,De contado,Cursando
652,1071913624,Liliana,Torres Arango,liliana.torres652@uqvirtual.edu.co,3143807367,"Calle 38 # 26 - 24, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Meta,Granada,Quindío,Armenia,Pregrado,Distancia,Diurna,Fac. de ciencias agroindustriales,Tec. Agropecuaria,10,Armenia,Sin info,IE CAMILO TORRES,Oficial,Mestiza,NO APLICA,SANITAS EPS,4,De contado,Finalizado
653,1051287559,Adriana,Salazar Arango,adriana.salazar653@uqvirtual.edu.co,3123824066,"Calle 34 # 29 - 31, Bogotá D.C.",2019-2,Inscrito,Mujer,Soltero,Colombiano,Cundinamarca,Villapinzon,Cundinamarca,Bogotá D.C.,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,8,Armenia,Sin info,INSTITUCION EDUCATIVA DEPARTAMENTAL SOATAMA,Oficial,Mestiza,NO APLICA,COMFACUNDI,1,De contado,Cursando
654,1089285110,Luis,Londoño Ochoa,luis.londoño654@uqvirtual.edu.co,3161376215,"Calle 16 # 21 - 66, Ibague",2019-2,Inscrito,Hombre,Soltero,Colombiano,Tolima,Ibague,Tolima,Ibague,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,10,Armenia,Sin info,COL MILITAR INOCENCIO CHINCA,Privada,Blanca,NO APLICA,OTRO,3,Credito propio,Finalizado
655,1021702405,Claudia,Zuluaga Acosta,claudia.zuluaga655@uqvirtual.edu.co,3154274454,"Calle 34 # 9 - 53, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Cundinamarca,Villapinzon,Quindío,Armenia,Pregrado,Presencial,Nocturna,"Fac. Ciencias Economicas, adtivas y contables",Contaduria Publica,2,Armenia,Sin info,I.E.D. ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA,Oficial,Blanca,NO APLICA,SISBEN,1,De contado,Abandonado
656,1048338413,Adriana,Díaz Chica,adriana.díaz656@uqvirtual.edu.co,3167168720,"Calle 4 # 14 - 77, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Tolima,Carmen Apicala,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. de Educacion,Lic. en Lenguas Modernas con enfasis en Ingles y Frances,1,Armenia,Sin info,INSTITUCION EDUCATIVA TECNICA PEDRO PABON PARGA,Oficial,Mestiza,NO APLICA,SISBEN,1,Icetex,Cursando
657,1083929803,Juliana,Acosta Naranjo,juliana.acosta657@uqvirtual.edu.co,3122847659,"Calle 15 # 22 - 24, Envigado",2019-2,Inscrito,Mujer,Casado,Colombiano,Antioquia,Medellin,Antioquia,Envigado,Postgrado,Presencial,Extendida,Fac. Ciencias de la Salud,Especializacion en Pediatria,10,Armenia,Sin info,COL GIMN LOS PINARES,Privada,Mestiza,Sin info,SURA,5,De contado,Finalizado
658,1040086303,Bernardo,Mendoza Ruiz,bernardo.mendoza658@uqvirtual.edu.co,3197940448,"Calle 23 # 16 - 83, Neira",2019-2,Inscrito,Hombre,Soltero,Colombiano,Caldas,Neira,Caldas,Neira,Pregrado,Presencial,Diurna,"Fac. Ciencias Economicas, adtivas y contables",Administracion Negocios Presencial,5,Armenia,Sin info,INSTITUCION EDUCATIVA NEIRA,Oficial,Blanca,NO APLICA,ASMETSALUD,5,De contado,Cursando
659,1098282707,Alejandra,Correa Romero,alejandra.correa659@uqvirtual.edu.co,3194761493,"Calle 35 # 17 - 91, Buenaventura",2019-2,Inscrito,Mujer,Casado,Colombiano,Valle Del Cauca,Buenaventura,Valle Del Cauca,Buenaventura,Pregrado,Distancia,Diurna,Fac. de Educacion,Lic. en Ciencias Sociales enfasis edu. basica,10,Buenaventura,Sin info,PASCUAL DE ANDAGOYA,Oficial,Sin info,Sin info,COMPARTA,1,Icetex,Finalizado
660,1062488611,Sandra,Chica Suárez,sandra.chica660@uqvirtual.edu.co,3208408854,"Calle 20 # 19 - 46, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,Circasia,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. de Educacion,Lic. en Lenguas Modernas con enfasis en Ingles y Frances,10,Armenia,Sin info,SAN JOSE,Oficial,Mestiza,NO APLICA,OTRO,1,Credito propio,Finalizado
661,1058857872,Iván,Rojas Arango,iván.rojas661@uqvirtual.edu.co,3175542506,"Calle 29 # 23 - 38, Buga",2019-2,Inscrito,Hombre,Divorciado,Colombiano,Valle Del Cauca,Buga,Valle Del Cauca,Buga,Pregrado,Distancia,Diurna,Fac. Ingenieria,Tec. en Obras Civiles,4,Buga,Sin info,INSTITUTO TECNICO AGRICOLA TEPA,Privada,Mestiza,NO APLICA,SISBEN,1,Credito propio,Abandonado
662,1063181422,Carlos,Chica Díaz,carlos.chica662@uqvirtual.edu.co,3115090322,"Calle 32 # 27 - 32, Linares",2019-2,Inscrito,Hombre,Soltero,Colombiano,Nariño,Linares,Nariño,Linares,Pregrado,Presencial,Diurna,Fac. de ciencias agroindustriales,Ingenieria de Alimentos,10,Armenia,Sin info,INSTITUCION EDUCATIVA DIEGO LUIS CORDOBA,Oficial,Mestiza,NO APLICA,EMMSANAR,1,Credito propio,Finalizado
663,1063104981,Wilson,Jiménez Palacio,wilson.jiménez663@uqvirtual.edu.co,3127727807,"Calle 31 # 27 - 6, Armenia",2019-2,Inscrito,Hombre,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Nocturna,Fac. de Educacion,Lic. en matematicas,3,Armenia,Sin info,INEM JOSE CELESTINO MUTIS,Oficial,Mestiza,NO APLICA,SISBEN,2,De contado,Cursando
664,1016721746,Gustavo,Velásquez Ruiz,gustavo.velásquez664@uqvirtual.edu.co,3112881090,"Calle 41 # 27 - 43, Armenia",2019-2,Inscrito,Hombre,Soltero,Sin registro,Sin Depto,Sin Ciudad,Quindío,Armenia,Postgrado,Presencial,Diurna,"Fac. Ciencias Economicas, adtivas y contables",Maestria en Admon,10,Armenia,Sin info,Sin colegio,Sin info,Sin info,Sin info,Sin info,1,Icetex,Finalizado
665,1004653605,Paola,Aguirre Ruiz,paola.aguirre665@uqvirtual.edu.co,3158349044,"Calle 20 # 3 - 81, Armenia",2019-2,Inscrito,Mujer,Union Libre,Colombiano,Risaralda,Pereira,Quindío,Armenia,Pregrado,Distancia,Diurna,Fac. Ciencias de la Salud,Seguridad y Salud en el Trabajo,10,Armenia,Sin info,I.E. HÉCTOR ANGEL ARCILA,Oficial,Blanca,NO APLICA,COOMEVA EPS,2,Credito propio,Finalizado
666,1037886850,Víctor,Espinoza Salazar,víctor.espinoza666@uqvirtual.edu.co,3161244824,"Calle 36 # 19 - 38, Taminango",2019-2,Inscrito,Hombre,Soltero,Colombiano,Nariño,La Union,Nariño,Taminango,Pregrado,Presencial,Diurna,Fac. Ciencias de la Salud,Gerontologia,5,Armenia,Sin info,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR SAN CARLOS,Oficial,Mestiza,NO APLICA,EMMSANAR,1,De contado,Cursando
667,1013867291,Camila,Álvarez Suárez,camila.álvarez667@uqvirtual.edu.co,3123659112,"Calle 29 # 9 - 25, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Distancia,Diurna,Fac. Ciencias de la Salud,Seguridad y Salud en el Trabajo,10,Armenia,Sin info,NACIONAL JESUS MARIA OCAMPO,Oficial,Blanca,NO APLICA,SURA,3,De contado,Finalizado
668,1041304511,Marcela,Muñoz Ibarra,marcela.muñoz668@uqvirtual.edu.co,3135586304,"Calle 17 # 25 - 38, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. Ciencias Humanas y Bellas Artes,Trabajo Social,7,Armenia,Sin info,CASD HERMOGENES MAZA,Oficial,Mestiza,NO APLICA,SERVICIOOCCIDENTALDESALUD,1,Icetex,Abandonado
669,1009496441,Gabriela,González Valencia,gabriela.gonzález669@uqvirtual.edu.co,3103330331,"Calle 50 # 23 - 70, Armenia",2019-2,Inscrito,Mujer,Casado,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Distancia,Diurna,Fac. Ciencias de la Salud,Seguridad y Salud en el Trabajo,1,Armenia,Sin info,INEM JOSE CELESTINO MUTIS,Oficial,Mestiza,NO APLICA,NUEVA EPS,2,De contado,Cursando
670,1042489642,Iván,Delgado Murillo,iván.delgado670@uqvirtual.edu.co,3114271093,"Calle 21 # 19 - 71, Genova",2019-2,Inscrito,Hombre,Soltero,Colombiano,Quindío,Pijao,Quindío,Genova,Pregrado,Presencial,Diurna,Fac. de ciencias agroindustriales,Ingenieria de Alimentos,10,Armenia,Sin info,LUIS GRANADA MEJIA,Oficial,Blanca,NO APLICA,OTRO,1,Icetex,Finalizado
671,1017686325,Laura,Toro Sánchez,laura.toro671@uqvirtual.edu.co,3161823125,"Calle 42 # 21 - 24, Armenia",2019-2,Inscrito,Mujer,Union Libre,Colombiano,Valle Del Cauca,Santiago De Cali,Quindío,Armenia,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,1,Armenia,Sin info,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL CARLOS HOLGUIN MALLARINO,Oficial,Mestiza,NO APLICA,NUEVA EPS,1,Icetex,Abandonado
672,1025904812,Patricia,Orozco Mejía,patricia.orozco672@uqvirtual.edu.co,3192442931,"Calle 37 # 23 - 85, Sandona",2019-2,Inscrito,Mujer,Soltero,Colombiano,Nariño,Sandona,Nariño,Sandona,Pregrado,Presencial,Diurna,Fac. de Educacion,Lic. en Lenguas Modernas con enfasis en Ingles y Frances,10,Armenia,Sin info,INSTITUCION EDUCATIVA SANTO TOMAS DE AQUINO,Oficial,Amarilla,NO APLICA,EMMSANAR,1,Credito propio,Finalizado
673,1082677071,Sergio,Franco Acevedo,sergio.franco673@uqvirtual.edu.co,3194068156,"Calle 18 # 9 - 74, Montenegro",2019-2,Inscrito,Hombre,Soltero,Colombiano,Quindío,Montenegro,Quindío,Montenegro,Pregrado,Presencial,Diurna,Fac. Ciencias Basicas y Tecnologias,Biologia,7,Armenia,Sin info,SANTA MARIA GORETTI,Oficial,Blanca,NO APLICA,OTRO,2,Credito propio,Abandonado
674,1080415903,Ximena,Valencia Velásquez,ximena.valencia674@uqvirtual.edu.co,3106528263,"Calle 11 # 23 - 15, Florencia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Caquetá,Florencia,Caquetá,Florencia,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,10,Armenia,Sin info,SAN FERNANDO FERRINI,Privada,Mestiza,NO APLICA,ASMETSALUD,1,Credito propio,Finalizado
675,1038094346,Mónica,Santana Orozco,mónica.santana675@uqvirtual.edu.co,3127127685,"Calle 46 # 23 - 17, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Diurna,Fac. Ciencias de la Salud,Gerontologia,1,Armenia,Sin info,INSTITUTO TECNICO INDUSTRIAL,Oficial,Mestiza,NO APLICA,CAFESALUD,1,De contado,Cursando
676,1070515684,Fernando,Estrada Escobar,fernando.estrada676@uqvirtual.edu.co,3212622389,"Calle 3 # 8 - 4, Armenia",2019-2,Inscrito,Hombre,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Diurna,"Fac. Ciencias Economicas, adtivas y contables",Contaduria Publica,6,Armenia,Sin info,CIUDADELA DEL SUR,Oficial,Mestiza,NO APLICA,SURA,1,Icetex,Cursando
677,1039249161,Luisa,Bedoa Rivera,luisa.bedoa677@uqvirtual.edu.co,3159037552,"Calle 24 # 4 - 9, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Quindío,Armenia,Quindío,Armenia,Pregrado,Presencial,Nocturna,"Fac. Ciencias Economicas, adtivas y contables",Contaduria Publica,4,Armenia,Sin info,CIUDADELA DEL SUR,Oficial,Blanca,NO APLICA,SALUDCOOP EPS,4,Credito propio,Abandonado
678,1000102460,Juan,Arango Vásquez,juan.arango678@uqvirtual.edu.co,3198747006,"Calle 42 # 17 - 44, Armenia",2019-2,Inscrito,Hombre,Union Libre,Colombiano,Quindío,Armenia,Quindío,Armenia,Postgrado,Presencial,Diurna,Fac. Ciencias Basicas y Tecnologias,Maestria en Ciencias-Biologia Vegetal,3,Armenia,Sin info,JORGE ISAAC,Privada,Mestiza,Sin info,SALUD TOTAL EPS,5,De contado,Abandonado
679,1064669073,Ángela,Salazar Cortés,ángela.salazar679@uqvirtual.edu.co,3189120092,"Calle 36 # 5 - 66, Pereira",2019-2,Inscrito,Mujer,Union Libre,Colombiano,Quindío,Filandia,Risaralda,Pereira,Pregrado,Distancia,Diurna,"Fac. Ciencias Economicas, adtivas y contables",Admon. negocios distancia,7,Armenia,Sin info,SAGRADO CORAZON DE JESUS,Oficial,Mestiza,NO APLICA,COOMEVA EPS,2,Credito propio,Cursando
680,1040010548,Leonardo,Ríos Reyes,leonardo.ríos680@uqvirtual.edu.co,3143185606,"Calle 47 # 22 - 35, Villavicencio",2019-2,Inscrito,Hombre,Union Libre,Colombiano,Cauca,Popayan,Meta,Villavicencio,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,7,Armenia,Sin info,INEM FCO JOSE DE CALDAS,Oficial,Mestiza,NO APLICA,CAFESALUD,1,Credito propio,Cursando
681,1006642046,Roberto,Orozco Osorio,roberto.orozco681@uqvirtual.edu.co,3169469771,"Calle 44 # 19 - 1, Riohacha",2019-2,Inscrito,Hombre,Casado,Colombiano,La Guajira,Riohacha,La Guajira,Riohacha,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,8,Armenia,Sin info,INSTITUCION EDUCATIVA HELION PINEDO RIOS,Oficial,Mestiza,NO APLICA,OTRO,2,De contado,Abandonado
682,1066331607,Erika,Mendoza Serna,erika.mendoza682@uqvirtual.edu.co,3191211862,"Calle 45 # 15 - 79, Pasto",2019-2,Inscrito,Mujer,Viudo,Colombiano,Nariño,Pasto,Nariño,Pasto,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,10,Armenia,Sin info,I.E.M. PEDAGOGICO,Oficial,Mestiza,NO APLICA,NUEVA EPS,2,Credito propio,Finalizado
683,1037844878,Mónica,Zuluaga Ramírez,mónica.zuluaga683@uqvirtual.edu.co,3188026058,"Calle 7 # 18 - 11, Manizales",2019-2,Inscrito,Mujer,Separado,Colombiano,Tolima,Libano,Caldas,Manizales,Pregrado,Distancia,Diurna,Fac. Ciencias de la Salud,Seguridad y Salud en el Trabajo,1,Manizales,Sin info,INSTITUCION EDUCATIVA TECNICA NUESTRA SEÑORA DEL CARMEN,Oficial,Blanca,NO APLICA,SALUD TOTAL EPS,1,Icetex,Abandonado
684,1097685516,Felipe,López Suárez,felipe.lópez684@uqvirtual.edu.co,3185272164,"Calle 20 # 16 - 3, El Tablón De Gómez",2019-2,Inscrito,Hombre,Soltero,Colombiano,Nariño,El Tablón De Gómez,Nariño,El Tablón De Gómez,Pregrado,Presencial,Diurna,Fac. Ingenieria,Ingenieria Civil,10,Armenia,Sin info,INSTITUCION  EDUCATIVA  LAS MESAS  INSEM,Oficial,Mestiza,NO APLICA,NUEVA EPS,1,De contado,Finalizado
685,1027270376,Wilson,Acevedo Granada,wilson.acevedo685@uqvirtual.edu.co,3183133253,"Calle 13 # 18 - 26, Mitu",2019-2,Inscrito,Hombre,Soltero,Colombiano,Boyacá,Motavita,Vaupés,Mitu,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,6,Armenia,Sin info,CENT EDUC RISTA,Oficial,Mestiza,NO APLICA,CAFESALUD,1,Icetex,Cursando
686,1014444906,Camilo,Espinoza Espinoza,camilo.espinoza686@uqvirtual.edu.co,3194651816,"Calle 12 # 7 - 16, Bogotá D.C.",2019-2,Inscrito,Hombre,Casado,Colombiano,Cundinamarca,Bogotá D.C.,Cundinamarca,Bogotá D.C.,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,6,Armenia,Sin info,COL MERCEDARIO SAN PEDRO NOLASCO,Privada,Blanca,NO APLICA,COMPENSAR EPS,3,De contado,Abandonado
687,1069451068,Catalina,Vargas Restrepo,catalina.vargas687@uqvirtual.edu.co,3153504120,"Calle 50 # 21 - 63, Armenia",2019-2,Inscrito,Mujer,Soltero,Colombiano,Bolívar,Cartagena,Quindío,Armenia,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,5,Armenia,Sin info,COL. REAL C/GENA.,Privada,Mestiza,NO APLICA,COOMEVA EPS,2,Icetex,Abandonado
688,1058945146,Lucía,García Restrepo,lucía.garcía688@uqvirtual.edu.co,3128414282,"Calle 39 # 25 - 81, Neiva",2019-2,Inscrito,Mujer,Soltero,Colombiano,Huila,Neiva,Huila,Neiva,Pregrado,Virtual,Diurna,Fac. Ciencias Humanas y Bellas Artes,CIDBA,3,Armenia,Sin info,OLIVERIO LARA BORRERO,Oficial,Blanca,NO APLICA,CAFESALUD,2,De contado,Abandonado
689,1047684883,Víctor,Arias Escobar,víctor.arias689@uqvirtual.edu.co,3173018561,"Calle 8 # 12 - 87, Guachucal",2019-2,Inscrito,Hombre,Soltero,Colombiano,Nariño,Guachucal,Nariño,Guachucal,Pregrado,Presencial,Diurna,Fac. Ciencias Basicas y Tecnologias,Quimica,10,Armenia,Sin info,INSTITUCION EDUCATIVA GENARO LEON,Oficial,Mestiza,NO APLICA,OTRO,1,Credito propio,Finalizado
690,1072132014,Claudia,Serna Arias,claudia.serna690@uqvirtual.edu.co,3218361140,"Calle 12 # 16 - 40, Santiago De Cali",2019-2,Inscrito,Mujer,Union Libre,Colombiano,Valle Del Cauca,Calima,Valle Del Cauca,Santiago De Cali,Pregrado,Distancia,Diurna,Fac. Ciencias de la Salud,Seguridad y Salud en el Trabajo,10,Cali,Sin info,IE GIMNASIO DEL CALIMA,Oficial,Mestiza,NO APLICA,SERVICIOOCCIDENTALDESALUD,2,De contado,Finalizado
691,1080066262,Julián,Velásquez Mejía,julián.velásquez691@uqvirtual.edu.co,3185203384,"Calle 29 # 4 - 34, Calarca",2019-2,Inscrito,Hombre,Soltero,Colombiano,Quindío,Calarca,Quindío,Calarca,Pregrado,Presencial,Nocturna,Fac. de Educacion,Lic. en literatura y lengua castellana,4,Armenia,Sin info,BAUDILIO MONTOYA,Oficial,Blanca,NO APLICA,SANITAS EPS,2,Icetex,Abandonado
692,1014740492,Elizabeth,Díaz Palacio,elizabeth.díaz692@uqvirtual.edu.co,3166966869,"Calle 45 # 17 - 47, Calarca",2019-2,Inscrito,Mujer,Casado,Colombiano,Quindío,Calarca,Quindío,Calarca,Pregrado,Distancia,Diurna,"Fac. Ciencias Economicas, adtivas y contables",Admon. negocios distancia,3,Armenia,Sin info,SAN JOSE,Oficial,Blanca,NO APLICA,SALUDCOOP EPS,3,De contado,Abandonado
